layer,head,prompt_format,relation,response_type,task_type,language,relation_verbal,relation_abstract
0,15,0.8101213099707871,0.1120163235221857,0.3461006915481165,0.5848400476975838,0.10720998082510073,0.04614275171724365,-0.00421895429627094
0,16,0.800782990733402,0.08158392101914325,0.3869460321543142,0.40847363055571156,0.04593219103053706,0.005093623666521468,-0.0009914915434799305
0,17,0.8096872077955559,0.1152604551058548,0.40729362421710935,0.5756157105409221,0.08916226230226842,0.00452882709457597,-0.0032618499746554534
0,18,0.57895492313442,0.05498551919871321,0.28568400070421573,0.3084631067873699,0.1461688871031874,0.0002381245009791547,-0.0023735460522592146
0,19,0.8141576057455019,0.11086752655065638,0.4012914486246083,0.5445619487747445,0.09715930847740671,0.012862273324504077,-0.0041866046312657975
0,20,0.3512801210827976,0.09319617936726655,0.17540642179865,0.3198107512100411,0.08651508017638651,-0.00021917729073199716,-0.0023012973163464554
0,21,0.4295714877938416,0.17656420043143736,0.18276162415070937,0.522121386251289,0.07714675621232171,0.0173761144389718,-0.003449498764007915
0,22,0.13979231717624113,0.18298692371408062,0.20023107479999236,0.5275856130784394,0.18231469727951216,0.04635190143319007,-0.0023371644436882256
0,23,0.149228515627193,0.15131122108453568,0.19812540022810593,0.5690254574091784,0.11884808149864448,0.02498878646060087,-0.002839222240418955
0,24,0.34729284348906947,0.21854054724264865,0.25374891414379214,0.5094135950581479,0.06938990151159757,0.0076327907172890385,-0.002405235503365484
0,25,0.8083211826359576,0.20062575776381472,0.4300973027526038,0.5858100383331082,0.13483647538285679,0.15613531751833418,-0.0012063959256109762
0,26,0.42831519525152467,0.19645620074926717,0.4341688001549598,0.7368525924608316,0.29598661387840497,0.08596410746550091,-0.0014885077877292469
0,27,0.24043538345854554,0.3115322295620216,0.19839649377750418,0.5755166511981789,0.20973344174498273,0.13222748036538293,0.0002606535346432556
0,28,0.8120426682958871,0.1456082393785104,0.37129308750192197,0.45395182288359853,0.03427889140409837,0.009717038623909581,-0.002338307843611897
0,29,0.1940369846037995,0.1877956873688436,0.22423241796985982,0.6517490190008832,0.07133167877262418,0.006943216807083597,-0.002576304814645878
0,30,0.8103832106736117,0.12786209117268976,0.47923950501121504,0.6560370100592422,0.17446975188106983,0.027713676388859125,-0.0032934446553938086
0,31,0.8084566671048998,0.20976286517060125,0.4267499236513614,0.5144476002875947,0.1442310229172493,0.13683760178047266,-0.0011629716246616202
0,32,0.827451237502828,0.10055263729236491,0.3194818938414288,0.3717590499745121,-0.00011072507320282917,0.005082451683886799,0.001573764343028328
0,33,0.583258465305272,-0.04493564844450723,0.2287707523612378,0.24315874679628346,0.014191125357028609,-0.0014576704716402803,-0.007346012790614909
0,34,0.07096920277736231,0.30150458251594847,0.2940016767650123,0.5810136105462852,0.19965707612354808,0.08516444202107347,-0.0017476583444538602
0,35,0.5008607295349683,0.21423220690743697,0.177328286784705,0.5014340372187712,0.0150323663526655,0.0037212983137624245,-0.0023775978595803196
0,36,0.2730589627001088,0.052705684357316165,0.03241564387810855,0.08083207638501491,0.05359326482309858,-0.00815031903461778,0.01641077293466482
0,37,,,,,,,
0,38,0.34803442642258087,0.015048109129710562,0.21375504561433584,0.18159006893003612,0.05627883291562568,0.004083533504350734,0.003866327647258273
0,39,0.802456135311353,0.16378117635999395,0.3312730060388502,0.5004286516620358,0.026287514103764103,0.01332167487188182,-0.003417741850543595
0,40,0.7725023469690036,0.15154141333335122,0.36642010087421256,0.4842854865251449,0.0976229863870644,0.03598293225198541,-0.002480631219693447
0,41,0.6664157622158228,0.09298575935714834,0.2255883436753356,0.2319218861078732,0.02519465096880545,0.013927964359225876,0.00011808408851870639
0,42,0.6942006627094435,0.17560776444228773,0.31219280001077915,0.48708014867810145,0.057851401628517096,0.04510251431845828,-0.0023641633321815
0,43,0.8115332613114435,0.12847664454004382,0.3753902196548577,0.4875619384650771,0.033164169792060064,0.03837832316533707,-0.004394148861120907
0,44,0.7171908776566305,0.16831871790746078,0.3467877582899948,0.46626657582794656,0.11934311524471006,0.04162306062477481,-0.002238006260466605
0,45,0.7623490106333511,0.18399795390087023,0.33426858854594704,0.48099376864086985,0.06893721061886131,0.05963109844573052,-0.002195243800521558
0,46,0.797845364583667,0.13545837825826665,0.4063512289732651,0.5348506148979357,0.10299184732004243,0.03591535806176944,-0.002918053402023219
0,47,0.2377344863311914,0.16565455905105614,0.2225859952896526,0.5193134587253571,0.1675260072877667,0.03367727855391511,-0.001306048754715524
0,48,0.7952554046468281,0.11782451345760656,0.4939604306897357,0.6673750000756189,0.1324079628810049,0.024253879457221406,-0.002543906728788909
0,49,0.8419021933264702,0.07799104162762573,0.3311345469452766,0.22602671120638093,-0.04318473746069522,0.02602095666737495,-0.00036208527735271875
0,50,0.1490097773113692,0.2519728899895807,0.3844639335917098,0.39547218197645495,0.05224293577073725,0.09025628043832612,0.00042245058775493115
0,51,0.8120511873257918,0.1266374181516264,0.457769329848881,0.4903505469467853,0.0257174470317064,0.031077945031574305,-0.003384535543644236
0,52,0.3384638379350849,0.2169763021353132,0.3010309688171237,0.4992073924816496,0.1419908491411128,0.024701466421291715,-0.0004933720569245389
0,53,0.26292293483202983,0.23612297179289807,0.25521644440606633,0.579515330199699,0.09079647644665474,0.027703531471492616,-0.0038799931417944533
0,54,0.6250799298466644,0.17021242260494612,0.42397934008639837,0.4757893150071352,0.046066711352438394,0.029734859108520088,-0.003699541519025244
0,55,0.13278212969093742,0.20699234617667284,0.23535965696968386,0.7072443105359243,0.10135583520089872,0.035090248445674155,-0.0006456454368953878
0,56,0.8299052915201857,0.046253810985480634,0.24203211582590037,0.14989442280127852,0.008601550952104435,0.0026963838104733153,0.004769295667963679
0,57,0.8236218503223374,0.06907379811448341,0.27140658690027636,0.31185218194331354,-0.05075668209730272,0.022016138366130557,-0.0030811865852733906
0,58,0.4091498413120729,0.12796748811612824,0.15774986571510352,0.3044800431616092,0.03752618699572708,0.03292442281967475,-0.0007503024776863465
0,59,0.4545918991124377,0.09203024922284943,0.2986624612572373,0.7912645144234475,0.18013093643085976,0.02017817553505731,0.001207491786468744
0,60,0.6645499430388223,0.041898878409676765,0.23457416382142868,0.14762952360355744,0.018159407534384216,0.002806301213189945,0.0016719944102399277
0,61,0.17244349293655573,0.06018187104736796,0.119229375409949,0.11907497412205356,0.04789366633256493,0.018033791594642815,-0.001860188857400618
0,62,0.741379949919028,0.1349553487738571,0.3006617510824798,0.43149613415531946,0.05497676982523822,0.04187302938791217,-0.001748234990686153
0,63,0.15430729684127922,0.0725882762418571,0.08835743211930172,0.172690372132763,0.01536433698449411,0.01343863285478325,0.000685225050084964
1,0,0.8092863473510999,0.15920658025907436,0.38296332503046865,0.5433455878383676,0.06370753679226712,0.04759244665834415,-0.0032182776249728923
1,1,0.8054526539041768,0.16491697614780307,0.41340915333096434,0.5103733933412942,0.11720407799197981,0.023617406546988042,-0.0037344201385676257
1,2,0.04270499980589968,0.12050733593410459,0.2995896552321491,0.8241320353599326,0.28470947482508896,0.026067509046475344,-0.0026933102546071704
1,3,0.8083235128302522,0.15224587391192437,0.48378735770922093,0.4103151037471218,0.13233452815892693,0.03871799772103099,0.002058703397125389
1,4,-0.021050957963553253,-0.008360091199127347,-0.13614098518360382,-0.009089789803034747,0.010210147388698654,0.004096850312044558,0.003399216092311744
1,5,0.8076436025022207,0.15780883055647205,0.42503787389489195,0.5580852760863888,0.08390211823522335,0.05363592412692196,-0.0007668059983191406
1,6,0.6790686257181054,0.09939443352228138,0.25487374615636155,0.2607926797752178,0.10168543740033915,0.04890518721189469,-0.0030114682418976896
1,7,0.801229677575976,0.10058907969524931,0.34448098119267206,0.3130901762246821,0.051793569366898926,0.016058614266548397,0.003424296480941517
1,8,0.33020734743166047,0.18908120942150122,0.2396844964734848,0.46019155812380175,0.3044068271540267,0.09739214657371678,-0.001320220058151375
1,9,0.8082772976881107,0.17460165671596375,0.4897269458407203,0.5224904647348991,0.15163927032785762,0.0883821359759071,-0.0008974797590818336
1,10,0.21873011330552927,0.22190545950131318,0.2556934580308659,0.6197847311404606,0.22631415419884068,0.03906972030410917,0.001220431380529534
1,11,0.11042417380905487,0.22964456724074853,0.22262315494190796,0.46159451652038685,0.12886052138129309,0.07287289511765667,0.0006964074228919299
1,12,0.2823054322033868,0.24824947541207157,0.27758530555648414,0.5664396465580641,0.2259416573194664,0.05924785670040745,-0.0008329934340227784
1,13,0.3841097111061681,0.17763561105548226,0.306492152059387,0.6362852403805793,0.30321814568604366,0.03416294021997338,-0.0007888256268685904
1,14,0.8005542802600176,0.1910715825981563,0.39008800038035985,0.5002900588619327,0.1814297558239143,0.038235706584913175,-8.533297678065923e-05
1,15,0.09916327100956956,0.2513890259731772,0.47142937738376695,0.27489292605976356,0.2534988074729631,0.16852774124204442,0.005373760679994353
1,16,0.8085465292397198,0.15479589014671932,0.2755771212617731,0.2669213300264675,0.08072716673067669,0.0849513134702482,0.002596452623932002
1,17,0.7637169705248451,0.19635590561811603,0.40678729526935037,0.4974313952872897,0.14773078170714396,0.1109015230993547,-0.0003413937012174234
1,18,0.8192685508343713,0.12672740240866465,0.36521894654728093,0.40471736167743466,0.06919589323638203,0.03794271161804937,0.00023179225202660223
1,19,0.8178931483885478,0.14227265969804312,0.3687225959336131,0.41388981682177595,0.0748331599099802,0.030739279891784894,-0.0005874979583891381
1,20,0.26197982206737314,0.20182121858346583,0.07641310463431615,0.14464925533698428,0.30193472610612043,0.17804698804186647,0.0018593223719136427
1,21,0.8118026108978346,0.10953428964876619,0.5114525942841094,0.5994908372410066,0.13064424308173386,0.03263646537040692,0.00014793968444402542
1,22,0.8099814604919999,0.15029700371446056,0.46009201340559336,0.5719963733692295,0.12078928755980031,0.02706165102885688,-0.0005644295087295823
1,23,0.7401564566667508,0.15095338438587233,0.3058518566513271,0.35149188632943185,0.16820453830341459,0.11675466612269951,0.012953915883468604
1,24,0.8102003816877553,0.15941344330585405,0.4229372865579215,0.49870129115975603,0.06512790628219137,0.05558456847185636,-0.0028847260751191568
1,25,0.8089858797901055,0.21304370732656558,0.34641159673333644,0.5100758311033602,0.107249595577826,0.04024406432209601,-0.0017936924159708755
1,26,0.749500995459081,0.13675336367073768,0.34838991486006876,0.5024146907190219,0.1046708963629459,0.008112146365462479,0.00488692438358284
1,27,0.8096844958355938,0.1149900284207579,0.5204427001958755,0.6542536628603887,0.15998541857815984,0.032576544517190525,-0.002628190808326697
1,28,0.4705406203543042,0.19905054998012942,0.25021267336919095,0.4982035985887693,0.07030310889464748,0.02478221534677216,0.0003339286493390471
1,29,0.808482785805694,0.13057073291901863,0.4849720905525638,0.6501597405380376,0.1230457657338815,0.034682359681892594,-0.0022745156187067082
1,30,0.8093349920562452,0.14718779520743291,0.35938487147579135,0.5838933225274626,0.08423731821158503,0.03558569092832268,-0.0012386170418498047
1,31,0.8119414071875023,0.13935244927898793,0.3656260976861979,0.5830161257392327,0.06401306307032002,0.02209071917416412,-0.003146066352216133
1,32,0.8119048936090715,0.1424316055125207,0.4498220863514085,0.5136191394953684,0.08772895887476358,0.03858840589471184,-0.001281498195253277
1,33,0.6872658974812724,0.12257954088705758,0.48579676105845987,0.5207010947548852,0.08474496949700318,0.03568642667305716,-0.0013000463196448564
1,34,0.808321977022155,0.12372464240571555,0.4869372522527,0.6486629066612186,0.129878579279328,0.020169084999139962,-0.002545511803869217
1,35,0.810013816424874,0.17839901199013675,0.4377592574882796,0.48016309097062465,0.04858259342741264,0.017300153889816105,-0.0013400510578659185
1,36,0.8087328269223338,0.1394852606318811,0.4265842030644417,0.5137703214604548,0.04098473371009115,0.03037577845290064,-0.0022920160788051105
1,37,0.8106476412710825,0.14510619234764366,0.3702134736542044,0.4053064907619978,0.0034910328415741097,0.031242112369092093,-0.004270191571046631
1,38,0.8118380692654478,0.1455041982114828,0.40603652638299353,0.4741880238426947,0.03871311972494666,0.030206241885365297,-0.0024535841579443438
1,39,0.24979415074756542,0.20947776491021045,0.2733117909903114,0.7294408037382311,0.11636371241137752,0.06726887958345937,-0.0012134274053891554
1,40,0.7878083872383681,0.1391215623076544,0.34884762130506,0.5001202273330071,0.1381484067508645,0.0174219428721401,-0.0006583441303611352
1,41,0.8048942929441052,0.17816209790330204,0.4654299987797049,0.5188009731126109,0.054441915730132844,0.07122693529107131,-0.002160880592485662
1,42,0.7862818973788214,0.16408986816190507,0.42845446026986145,0.49721743859187106,0.0896734384061132,0.04020382861617314,-0.0015036286855667027
1,43,0.5012451297259403,0.17436858034138294,0.19035004663510222,0.5099912284472091,0.011453385555444708,0.01966427753178341,-0.0025633580467957695
1,44,0.7854162332009291,0.15904333485237201,0.44640945099470064,0.5579967044328091,0.12459284127394288,0.01967132085395782,-0.0016880553747116317
1,45,0.8042171377407228,0.1454394753801088,0.30558802689383857,0.4218306881391922,0.08985300693819182,0.018455716115032078,-0.002210052763451081
1,46,0.809302381994989,0.1621748672372734,0.3798883258908716,0.5313699684841735,0.08258278894423905,0.036945940370099066,-0.0012432217876076038
1,47,0.7727737880394485,0.14860990832507184,0.39111147216060566,0.5496931198214251,0.08608893213058678,0.015561072966738901,-0.002062773774248308
1,48,0.8084782413432298,0.19448934313956204,0.4650520937374087,0.5289448999331341,0.09750847248067164,0.06179089400362804,0.0013671539749879238
1,49,0.8084093441155227,0.18911322884637893,0.43405882536257406,0.5274189053210961,0.13383346227506937,0.05220188125601627,-0.00163567692893688
1,50,0.26036129121853496,0.10316428626314512,0.33420210887089896,0.7790414905369007,0.29785833814974144,0.06423439410381587,-0.0021391646868427682
1,51,0.3199310407328654,0.19740004602572886,0.16311028395761842,0.5525500098032141,0.26675194386025713,0.1718048872184526,-0.0009651969448501358
1,52,0.488383551826428,0.16155113144930575,0.3971831834213129,0.617229281600309,0.21155425251084226,0.0656513065566332,-0.0019997275970234244
1,53,0.8072591342437734,0.14694520582822934,0.4276598162852627,0.5903456840924156,0.16411947115595954,0.07916685153817152,-0.0007697846015952994
1,54,0.8082780620312219,0.1743508392574139,0.3876735200806894,0.5083055139468606,0.09637715845933727,0.02022085961494412,-0.0013030686942805214
1,55,0.7974514019077446,0.20555663870613883,0.3423358631319075,0.45200538854031946,0.04646182898866712,0.12001675602841341,-0.0003088163239798452
1,56,0.8095833458465319,0.10155264613451517,0.5264816889599686,0.6322523014081269,0.08992764141167414,0.021130931059479562,-0.0004630160167389934
1,57,0.5866369902001188,0.12113339738109385,0.48526357396482356,0.8360385275612059,0.22001697462646289,0.047382734048295606,-0.0021386546537736414
1,58,0.5498868868184486,0.09112768677567018,0.4410633541187123,0.85863252477254,0.12219351307382885,0.03935260646426013,-0.002950603551346087
1,59,0.738633998268062,0.14997383452643728,0.3928667767145197,0.5247377135111553,0.03795436362438189,0.018493632229304047,-0.0010012132324661552
1,60,0.8092246343582473,0.12204800441106187,0.5034006388698656,0.6336286667050713,0.06071343740061974,0.030764697516789133,0.00026455976860357026
1,61,0.7918229106178719,0.15276706178506497,0.40016628646884717,0.5211513296754113,0.08678178942990618,0.05991462511228464,-0.0004212476481930469
1,62,0.8029653950122868,0.12554287417041643,0.3696941266603149,0.5310748173874617,0.04521243229897227,0.027076497019132922,-0.003930170063963348
1,63,0.7322241130472815,0.09622488885217971,0.4155471788456507,0.6404143715573022,0.009005131971298798,0.009809243804359387,-0.0023210545241520264
2,0,0.8084689648213447,0.1361363893085525,0.4594741125823219,0.632039592453595,0.1527045133125159,0.028465827189822306,-0.0015479695281071433
2,1,0.5527887241153789,0.13715784240336257,0.3271405597299497,0.36446426247446,0.0500723618420662,0.005439166338978787,0.0004846975948524076
2,2,0.7907641309750526,0.13098658634172555,0.5400454989677892,0.4554132822253245,0.11314146241739169,0.04319720309272329,-0.0001647836648949445
2,3,0.808366052209989,0.16574603121642398,0.45843027411586895,0.5138855982604358,0.05910858370788804,0.03414964291916826,-0.0027604037149304324
2,4,0.8084608689163246,0.1527346890192721,0.40581600997268,0.4078634192465014,0.09257223245678181,0.026507759209357124,-0.0015895940313425613
2,5,0.8108179657822859,0.16077617348185574,0.37554879296425936,0.49633352946343656,0.15133852291049874,0.045193376374892874,0.005242284267360275
2,6,0.8092499410026804,0.15004181204857028,0.4830062085220028,0.6426288411181764,0.20556604876455006,0.06968043471214531,-0.001814998801734239
2,7,0.8321041048968836,0.1283343630258007,0.29410904397906923,0.3517983333854375,0.009724263551689687,0.030662245182861817,-0.004234048886628135
2,8,0.8088165591624151,0.1523070494886035,0.4674685473501753,0.544177934539018,0.241305483538382,0.043056488725235355,-0.0008697998424605572
2,9,0.7334677406517903,0.11766222603173423,0.3598461561154316,0.24081421381116525,0.07144676387853277,0.020200794695372608,-0.00024150211351636484
2,10,0.808664484720903,0.1608301971480843,0.45685691009245627,0.6227843023630701,0.14815348600655842,0.032641487117410176,-0.0012255269273110188
2,11,0.8085060593175546,0.18759713698308128,0.4223097742004278,0.6083798023488312,0.07326370320412179,0.05694486812873239,0.0007073173491767079
2,12,0.8082623102968962,0.08676710788895549,0.4289829565096616,0.3447647019205788,0.09349575927613449,0.0071930732964008,-0.0007172130069355207
2,13,0.8170777570804598,0.11907441284288882,0.268119897654513,0.33797329169805546,0.02129752474813428,0.02928940303947107,-0.0008274052214911705
2,14,0.8088792088105738,0.16122682795401952,0.44778007451064983,0.5354751339810699,0.21630373677603681,0.060449531005530854,-0.0008212542181608782
2,15,0.4644407671698339,0.0878652855609899,0.38795233423373776,0.22382715222233535,0.06947763602993995,0.041021908605784606,-0.0005257669933863502
2,16,0.40788679574547754,0.23305157121918416,0.2952920744498805,0.54998857510897,0.11640945604217359,0.06793271078329403,-0.001921163762207803
2,17,0.808297947465077,0.15733431621686397,0.4380780895913172,0.5222146146145439,0.09367789950257967,0.025085930885785968,-0.003853705139533902
2,18,0.666130757582554,0.14794142292264292,0.4864721468922152,0.6086312556174848,0.12020799581121618,0.05256270604272871,-0.0024656374740497345
2,19,0.7805328509999265,0.14273888182114164,0.520706342123991,0.6753718376492439,0.17035369479042836,0.06652510753469357,0.0004583738890046259
2,20,0.20478986639286478,0.22111873373871405,0.2369460571526497,0.6598826744265391,0.16469364382884777,0.04033521527792768,-0.0010661518504146135
2,21,0.8082578105356143,0.15479576150650498,0.40083003978236476,0.5743737167937102,0.08019449844242978,0.010118776571682453,-0.0022714147792036506
2,22,0.8036714595951446,0.15375900880450305,0.4193253298934371,0.5065518430859296,0.11580897128610518,0.01777878246461801,-0.00320474439005044
2,23,0.6141869043809646,0.20633130048153944,0.32675706362993595,0.5156015178394954,0.09838856627961749,0.024611149260108007,-0.001780749928291982
2,24,0.808527313714809,0.2030594218713545,0.366891629881103,0.48986822046969386,0.12555779193070202,0.06628928859614525,-0.0011615719992325206
2,25,0.8090487685139811,0.1347250256197941,0.42432278796310796,0.4574300529987979,0.08014775554914771,0.01813498188303734,-0.0012081584287151942
2,26,0.8041445971887039,0.1760162402680227,0.3110113451227494,0.3968622776056828,0.09481893109080118,0.01369516091101675,-0.0011061992665566903
2,27,0.8105002460884523,0.12130384258354043,0.3656441596546149,0.4592945569083631,0.026728677094150333,0.019289280129633615,-0.0032960770225435353
2,28,0.8076010834150251,0.165615716799678,0.358004152595788,0.49618489417589606,0.1278111148530309,0.043490541484314395,-0.0005473392374608675
2,29,0.8083872918215939,0.17463028000359054,0.4873753699816332,0.6032284980099074,0.19334412995679393,0.044534039068500564,0.0006839939954736184
2,30,0.8082891798735676,0.17218966424970797,0.43109861421677126,0.4970494444572923,0.08228785624103067,0.02505714789282399,-0.0016155056369194381
2,31,0.8082243261893558,0.16464684215050668,0.34454950770762843,0.4173273870367034,0.07956178979057656,0.016144470966854563,-0.0015873070047045588
2,32,0.7591672034842656,0.116093204436982,0.21914800737418136,0.24988717613643963,0.10333646258842456,0.013434456909789182,-0.001583510153193615
2,33,0.31668314985742757,0.1548612443263271,0.2868274231686253,0.5932188506632529,0.0653334472936957,0.013767728974108029,-0.0015235638584381853
2,34,0.8083667723900154,0.16616364274052756,0.4027529061833091,0.508041015100472,0.10538665401025152,0.034270196477249854,-0.0020017011936177267
2,35,0.7763715063189728,0.12566800634231215,0.20886312385779815,0.20372861364469458,0.13448467660232163,0.012513912687412528,-0.000704406412176889
2,36,0.808349330061054,0.16684974208713071,0.35363479177220086,0.4263609363599641,0.2911998227900201,0.04630287312070454,-0.001777053531293134
2,37,0.7716411630411809,0.16299949107133085,0.3709501357875954,0.4800682173886429,0.20820235603889903,0.029321105394344987,-0.0039618054431172466
2,38,0.8082799358421433,0.1430110947264464,0.47550350524256074,0.5790057366778735,0.1305735537176975,0.03547520450086532,-0.002143900688841362
2,39,0.7977806641286969,0.14026625040124902,0.46745909620798065,0.5838156548587381,0.021409110168044216,0.023458900278067168,-0.0018583748811147737
2,40,0.4401050247053631,0.3026945867302769,0.21621586699280465,0.4890710684460181,0.18341147355019038,0.18690009613676364,0.002147598042633138
2,41,0.6939004225397483,0.16315881329456466,0.4044963760667919,0.4971584174200154,0.10751773987124362,0.042907107747100375,-0.0012288230554397107
2,42,0.8031526124242918,0.1706314503793973,0.3466771162772288,0.46412730516649114,0.09039985602165806,0.029506237038327512,-0.0011263297604920716
2,43,0.8082965303903334,0.1551482789720297,0.38071046877222425,0.4953444079520618,0.14506962972190957,0.027573602145848454,-0.0012271238142366316
2,44,0.7952443685555588,0.15295116666918052,0.443375817241323,0.5595171364051388,0.06049076207996949,0.034925666522607965,-4.908393028792438e-05
2,45,0.5432083416477922,0.1789183827171363,0.31941226236960074,0.5006635052293581,0.08325096814358221,0.018513143010745584,-0.0018078289576268609
2,46,0.8084111416636836,0.16035124502008408,0.36256019473331536,0.4277811493461905,0.262728163859165,0.04577850630020914,-0.0006753387859996195
2,47,0.05727099540230877,0.3553300376562576,0.13611535814574335,0.2331063380118689,0.3293409810976771,0.3267936577780088,0.0024127092161169697
2,48,0.8083514254360485,0.15982457633325325,0.454286302470902,0.5865086514243776,0.118005650276439,0.04555540834395574,-0.00114680707632005
2,49,-0.0506288698919936,0.17534499614922916,0.23390437327943842,0.3509365760339293,0.30660535646499093,0.08193547581793952,-0.002055765729054156
2,50,0.820186779331614,0.11286028795600136,0.3228144816108314,0.40063642574661873,-0.0008377697066645546,0.03095864042392784,0.00011767296896918085
2,51,0.8083115168640026,0.1418353321874794,0.43676033132401,0.6335775295473295,0.18352946691081143,0.05281147567890161,-0.0017281330615375465
2,52,0.786599306561566,0.15159725178394487,0.3921295127541868,0.49003630186083186,0.0516370689498063,0.016715743194575257,-0.0021340789181856557
2,53,0.8083190708501369,0.15886440237769994,0.41572185355755276,0.6053797590556567,0.1460652802402185,0.05777505473835343,-0.0011003358949185505
2,54,0.8082583796890487,0.1350939349858953,0.46337646377650316,0.6121460459100284,0.09550711578969559,0.022723762839630988,-0.0031647950352156496
2,55,0.5777242339753614,0.3117649899173986,0.45390990966775857,0.5369774878772562,0.16764616066675136,0.12007501587470769,-0.0006015669597368762
2,56,0.4422999555137091,0.23567567551335392,0.41900855674231297,0.44142342528007344,0.17377604215806752,0.052072587617945434,0.004879170395843533
2,57,0.36040241490368485,0.3151644795531228,0.20123187616761204,0.2296228816037783,0.17166959460972755,0.20015412892444384,0.00459883113650262
2,58,0.6043534815358717,0.2218146137992317,0.48792270270172633,0.5229142964648941,0.2965555842416289,0.07299000154167246,0.0003693526384050921
2,59,0.7411895506080926,0.1513852759040007,0.3883957585736805,0.42678153847266226,0.05801896905867974,0.013080564501201373,0.003986777004854114
2,60,0.39408161950631876,0.14127120650931577,0.14078634223383613,0.27487547704745174,0.26446867605723756,0.035532810756622096,0.0027992042120179306
2,61,0.8083353471820237,0.18691472828909708,0.46776796750283073,0.5134799355176666,0.15340009176290717,0.10208498879431568,0.0028303981747744827
2,62,0.8087642991608522,0.15236935520640799,0.4402230406418971,0.5975499849331206,0.10404165709554677,0.06344288156833584,0.0005028043183884876
2,63,0.808250587480587,0.18273998054143706,0.4300850006937941,0.539367161625212,0.14471127618887364,0.06473272631218469,0.0020534920901327863
3,0,0.8085084851801185,0.13218761874270568,0.4528874808061974,0.599011722816488,0.11102880091562785,0.03639452042524406,-0.0018357028662782586
3,1,0.6842328335241652,0.11477209546114499,0.3227930039685759,0.17519566718838442,0.034847157195884174,0.03780328377339347,0.0014203076746937856
3,2,0.8086381017579859,0.21000669140969463,0.40751986996149364,0.48242382017915864,0.19664384216450484,0.0748661166362585,-0.001786268484700599
3,3,0.8086989133206726,0.1958662910441015,0.3630171906429667,0.4442174600485691,0.10320110418794172,0.06400383165594052,0.0007595012049312299
3,4,0.8084041464300495,0.1609392356732282,0.5200354222736584,0.6155601813573678,0.1799279772420092,0.06549734982541906,0.0005521709513226684
3,5,0.7693637384251165,0.10783613915211493,0.4351282108127297,0.30004425307990634,0.09564947199628959,0.02961778165077042,0.0013235585934247222
3,6,0.8075340274534555,0.16738008115987785,0.4981214540665223,0.6534184926350834,0.22881099275233474,0.055855188281290456,-0.003281734390651306
3,7,0.8069169097519424,0.14036388019005377,0.5392362847195884,0.5589319502620157,0.15535696437306198,0.04377159206194419,-0.0006969663286594372
3,8,0.028403220862570164,0.321496065369056,0.3440648399780779,0.5457796440397891,0.2650864964839866,0.17091933091732409,-0.0011146046072363757
3,9,0.12192882741397416,0.28725214272265953,0.3257570122494974,0.6293380464356643,0.14631526188163557,0.1157058115842356,-0.00035577334745348307
3,10,0.31965045277088106,0.3172798587664736,0.32799091471444836,0.564551015135554,0.1414790449722037,0.10280626878526924,0.0002932504019744012
3,11,0.8090404027016576,0.15175529044981792,0.4714794037258146,0.6120936744601984,0.11203554250148809,0.07415233970307475,0.0024811937401364123
